@relation Protein
@attribute Feature1 real
@attribute Feature2 real
@attribute Feature3 real
@attribute Feature4 real
@attribute Feature5 real
@attribute Feature6 real
@attribute Feature7 real
@attribute Feature8 real
@attribute Feature9 real
@attribute Feature10 real
@attribute Feature11 real
@attribute Feature12 real
@attribute Feature13 real
@attribute Feature14 real
@attribute Feature15 real
@attribute Feature16 real
@attribute Feature17 real
@attribute Feature18 real
@attribute Feature19 real
@attribute Feature20 real
@attribute Feature21 real
@attribute Feature22 real
@attribute Feature23 real
@attribute Feature24 real
@attribute Feature25 real
@attribute Feature26 real
@attribute Feature27 real
@attribute Feature28 real
@attribute Feature29 real
@attribute Feature30 real
@attribute Feature31 real
@attribute Feature32 real
@attribute Feature33 real
@attribute Feature34 real
@attribute Feature35 real
@attribute Feature36 real
@attribute Feature37 real
@attribute Feature38 real
@attribute Feature39 real
@attribute Feature40 real
@attribute Feature41 real
@attribute Feature42 real
@attribute Feature43 real
@attribute Feature44 real
@attribute Feature45 real
@attribute Feature46 real
@attribute Feature47 real
@attribute Feature48 real
@attribute Feature49 real
@attribute Feature50 real
@attribute Feature51 real
@attribute Feature52 real
@attribute Feature53 real
@attribute Feature54 real
@attribute Feature55 real
@attribute Feature56 real
@attribute Feature57 real
@attribute Feature58 real
@attribute Feature59 real
@attribute Feature60 real
@attribute Feature61 real
@attribute Feature62 real
@attribute Feature63 real
@attribute Feature64 real
@attribute Feature65 real
@attribute Feature66 real
@attribute Feature67 real
@attribute Feature68 real
@attribute Feature69 real
@attribute Feature70 real
@attribute Feature71 real
@attribute Feature72 real
@attribute Feature73 real
@attribute Feature74 real
@attribute Feature75 real
@attribute Feature76 real
@attribute Feature77 real
@attribute Feature78 real
@attribute Feature79 real
@attribute Feature80 real
@attribute Feature81 real
@attribute Feature82 real
@attribute Feature83 real
@attribute Feature84 real
@attribute Feature85 real
@attribute Feature86 real
@attribute Feature87 real
@attribute Feature88 real
@attribute Feature89 real
@attribute Feature90 real
@attribute Feature91 real
@attribute Feature92 real
@attribute Feature93 real
@attribute Feature94 real
@attribute Feature95 real
@attribute Feature96 real
@attribute Feature97 real
@attribute Feature98 real
@attribute Feature99 real
@attribute Feature100 real
@attribute Feature101 real
@attribute Feature102 real
@attribute Feature103 real
@attribute Feature104 real
@attribute Feature105 real
@attribute Feature106 real
@attribute Feature107 real
@attribute Feature108 real
@attribute Feature109 real
@attribute Feature110 real
@attribute Feature111 real
@attribute Feature112 real
@attribute Feature113 real
@attribute Feature114 real
@attribute Feature115 real
@attribute Feature116 real
@attribute Feature117 real
@attribute Feature118 real
@attribute Feature119 real
@attribute Feature120 real
@attribute Feature121 real
@attribute Feature122 real
@attribute Feature123 real
@attribute Feature124 real
@attribute Feature125 real
@attribute Feature126 real
@attribute Feature127 real
@attribute Feature128 real
@attribute Feature129 real
@attribute Feature130 real
@attribute Feature131 real
@attribute Feature132 real
@attribute Feature133 real
@attribute Feature134 real
@attribute Feature135 real
@attribute Feature136 real
@attribute Feature137 real
@attribute class {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27}
@data
0.053944,0.051472,0.048228,0.047715,0.046514,0.050112,0.048737,0.052661,0.050823,0.051342,0.051237,0.048796,0.053350,0.048290,0.045132,0.051626,0.051578,0.047235,0.048756,0.052452,0.053483,0.050461,0.049512,0.050477,0.048223,0.048286,0.050638,0.048270,0.051191,0.051106,0.051200,0.049583,0.051166,0.048677,0.048059,0.050838,0.052143,0.044692,0.049308,0.052689,0.053168,0.049382,0.049957,0.051012,0.048025,0.049668,0.050973,0.048890,0.050268,0.051674,0.052095,0.050203,0.050289,0.049415,0.049139,0.049723,0.050204,0.045340,0.047611,0.052963,2.976663,0.103261,0.021739,0.081522,0.065217,0.021739,0.097826,0.054348,0.097826,0.021739,0.076087,0.038043,0.016304,0.059783,0.010870,0.092391,0.021739,0.021739,0.043478,0.032609,0.021739,2.802370,184,0.353261,0.146739,0.995766,0.428571,0.230769,0.692308,0.395550,0.575982,0.996732,0.994505,3.949991,-0.099841,0.999473,0.058802,0.230769,0.431934,0.415336,0.967110,0.994505,3.268210,-0.019055,0.986113,0.028144,0.104396,0.479237,0.333798,0.186965,0.108647,0.066767,0.023751,-0.004718,-0.021292,-0.019114,-0.007380,0.008963,0.020030,0.142518,0.117390,0.088887,0.062767,0.039722,0.021250,0.006932,-0.004874,-0.016232,0.076811,0.053124,0.027367,0.004910,-0.011409,-0.017934,-0.020603,-0.021410,-0.021795 ,19
0.054817,0.048159,0.048731,0.049293,0.046766,0.048952,0.050281,0.051883,0.047995,0.054345,0.054096,0.050005,0.053986,0.047186,0.046065,0.051175,0.050473,0.041699,0.047300,0.056792,0.053782,0.050264,0.051546,0.052298,0.046893,0.049337,0.051473,0.050392,0.046573,0.051579,0.049926,0.051083,0.049278,0.048370,0.048154,0.052247,0.052011,0.044366,0.047649,0.052777,0.053207,0.047909,0.051748,0.047668,0.049502,0.049018,0.048362,0.047911,0.048756,0.053661,0.050680,0.051026,0.052542,0.049116,0.049053,0.051082,0.051879,0.044016,0.048111,0.054754,2.976254,0.102740,0.034247,0.089041,0.020548,0.041096,0.082192,0.027397,0.130137,0.068493,0.061644,0.047945,0.041096,0.061644,0.034247,0.027397,0.006849,0.020548,0.068493,0.006849,0.027397,2.793373,146,0.328767,0.191781,1.034880,0.666667,0.000000,0.625000,0.431509,0.515929,0.994541,0.993056,4.001869,-0.128184,0.999812,0.078808,0.444444,0.411266,0.418706,0.970772,0.993056,3.475719,0.013384,0.987938,0.048645,0.152778,0.466299,0.322970,0.210731,0.122942,0.084446,0.043568,0.007778,-0.017773,-0.026126,-0.021999,-0.010549,-0.000412,0.149503,0.136048,0.118815,0.100464,0.081142,0.062365,0.043642,0.024960,0.004992,0.087611,0.062610,0.035254,0.009007,-0.012255,-0.022637,-0.024874,-0.023803,-0.020311 ,19
0.053759,0.048513,0.049470,0.049256,0.047807,0.050114,0.049811,0.051537,0.047988,0.052909,0.052405,0.051054,0.052289,0.047425,0.049235,0.051081,0.050387,0.043802,0.047452,0.053707,0.054335,0.049154,0.049819,0.054871,0.047521,0.049743,0.052167,0.049975,0.047352,0.051311,0.050859,0.050292,0.050980,0.047831,0.048241,0.051492,0.051664,0.042158,0.047063,0.053172,0.053429,0.048859,0.052717,0.047516,0.050622,0.049078,0.048242,0.047598,0.048527,0.052614,0.050308,0.052113,0.050633,0.048016,0.049573,0.051798,0.053232,0.043013,0.047886,0.054225,2.978925,0.124183,0.045752,0.078431,0.019608,0.039216,0.065359,0.019608,0.111111,0.084967,0.052288,0.032680,0.032680,0.098039,0.032680,0.026144,0.000000,0.032680,0.058824,0.006536,0.039216,2.763919,153,0.287582,0.196078,1.019153,0.666667,0.000000,0.625000,0.454250,0.528212,0.994316,0.993377,3.922438,-0.109620,0.999833,0.073487,0.470199,0.443393,0.419868,0.971188,0.993377,3.378441,0.012174,0.988433,0.045439,0.145695,0.485602,0.306280,0.208119,0.115449,0.081860,0.045772,0.012055,-0.013300,-0.027574,-0.030939,-0.027528,-0.022835,0.128854,0.116472,0.102344,0.086441,0.068736,0.049822,0.032060,0.016361,0.001209,0.091622,0.068597,0.041583,0.015162,-0.006593,-0.020457,-0.026712,-0.028326,-0.027295 ,19
0.054328,0.048828,0.048646,0.049205,0.047176,0.050217,0.049699,0.052363,0.047129,0.054385,0.053614,0.050340,0.053381,0.047168,0.047321,0.051937,0.050709,0.042120,0.047725,0.053710,0.053965,0.049788,0.052107,0.053748,0.046281,0.049783,0.051308,0.049817,0.047942,0.050891,0.049708,0.050963,0.048861,0.048222,0.049264,0.052152,0.052001,0.042405,0.048536,0.052258,0.053476,0.047802,0.051269,0.047650,0.048763,0.048781,0.048449,0.049608,0.048351,0.053648,0.051018,0.051288,0.051718,0.049363,0.048346,0.051733,0.052548,0.043643,0.048312,0.054232,2.977364,0.090909,0.041958,0.083916,0.027972,0.034965,0.083916,0.013986,0.132867,0.062937,0.062937,0.034965,0.048951,0.076923,0.013986,0.034965,0.013986,0.034965,0.062937,0.013986,0.027972,2.810225,143,0.370629,0.181818,1.037638,0.555556,0.000000,0.875000,0.405595,0.501824,0.992328,0.992908,3.806037,-0.065071,0.999394,0.074854,0.283688,0.383556,0.421074,0.965833,0.992908,3.501669,0.022521,0.985322,0.050863,0.156028,0.449551,0.348643,0.201806,0.114734,0.075123,0.036063,0.005732,-0.012494,-0.015218,-0.006133,0.004988,0.006362,0.142113,0.125987,0.107876,0.087654,0.066766,0.045872,0.024629,0.004211,-0.016316,0.090959,0.065794,0.037572,0.011243,-0.010021,-0.022324,-0.026693,-0.027905,-0.028366 ,19
0.055387,0.050959,0.050342,0.048572,0.045882,0.049518,0.049755,0.053036,0.049237,0.050682,0.050300,0.050538,0.051897,0.048773,0.047992,0.051008,0.051088,0.044888,0.048081,0.052063,0.055757,0.049817,0.048663,0.051008,0.047761,0.050437,0.051372,0.049566,0.048479,0.051949,0.051094,0.051715,0.050785,0.046648,0.048184,0.051826,0.051539,0.043643,0.046687,0.053069,0.055739,0.048394,0.048547,0.049537,0.047726,0.049047,0.050075,0.056903,0.049998,0.049426,0.048909,0.049041,0.050996,0.048201,0.049751,0.052152,0.050939,0.045739,0.047742,0.051138,2.978293,0.111111,0.022222,0.066667,0.100000,0.027778,0.127778,0.044444,0.088889,0.044444,0.033333,0.038889,0.044444,0.066667,0.011111,0.061111,0.011111,0.027778,0.055556,0.016667,0.000000,2.751590,180,0.422222,0.150000,1.011866,0.461538,0.166667,0.833333,0.363870,0.536596,0.993139,0.994382,3.823104,-0.102553,0.999408,0.060769,0.258427,0.367292,0.424237,0.966033,0.994382,3.416631,-0.056968,0.988777,0.032508,0.095506,0.441562,0.393555,0.164883,0.105418,0.065478,0.024709,-0.007444,-0.023200,-0.025251,-0.017093,-0.003486,0.008265,0.151610,0.130458,0.104452,0.074102,0.043415,0.012979,-0.015553,-0.042701,-0.067588,0.072009,0.049839,0.026739,0.005873,-0.008085,-0.016989,-0.020950,-0.021890,-0.021804 ,19
0.052667,0.048611,0.050743,0.048387,0.047120,0.051656,0.049130,0.050948,0.048902,0.051284,0.049199,0.050983,0.050545,0.049968,0.048601,0.051750,0.053464,0.044634,0.048949,0.052458,0.055463,0.048032,0.049695,0.049687,0.046072,0.049336,0.051339,0.050528,0.049529,0.050249,0.048559,0.051984,0.049379,0.048961,0.051171,0.052238,0.052747,0.043176,0.048184,0.053671,0.053028,0.050094,0.048925,0.048686,0.047246,0.050623,0.052327,0.049170,0.048423,0.053994,0.051069,0.051600,0.052861,0.046062,0.048697,0.050228,0.052014,0.043894,0.047437,0.053624,2.979949,0.073770,0.008197,0.040984,0.057377,0.040984,0.122951,0.032787,0.131148,0.065574,0.016393,0.049180,0.032787,0.057377,0.032787,0.057377,0.024590,0.057377,0.073770,0.008197,0.016393,2.794168,122,0.327869,0.262295,1.082219,0.636364,0.000000,0.800000,0.466773,0.516527,0.994848,0.991667,3.639414,-0.128887,0.997289,0.069501,0.208333,0.350986,0.428151,0.945698,0.991667,3.430216,-0.087816,0.970559,0.038815,0.108333,0.440102,0.305937,0.253961,0.098334,0.049224,-0.000384,-0.032092,-0.045999,-0.047128,-0.040195,-0.023144,-0.002453,0.147559,0.128049,0.103770,0.074941,0.043956,0.012690,-0.017094,-0.044192,-0.065515,0.092024,0.060467,0.027091,0.001177,-0.015824,-0.023937,-0.025419,-0.023530,-0.023051 ,19
0.051802,0.053490,0.048835,0.049770,0.046799,0.050042,0.050924,0.048268,0.050490,0.051745,0.050357,0.051400,0.050804,0.048625,0.049172,0.052413,0.052072,0.043894,0.047658,0.051441,0.051603,0.050656,0.050537,0.049876,0.046342,0.051255,0.051423,0.047856,0.050500,0.051807,0.050866,0.050630,0.049994,0.049333,0.048502,0.051497,0.050333,0.045566,0.050911,0.050511,0.051743,0.053706,0.050451,0.052441,0.045015,0.054451,0.056076,0.045193,0.049622,0.050920,0.050664,0.052974,0.050472,0.047356,0.045595,0.050429,0.050267,0.042917,0.049390,0.050319,2.980416,0.037634,0.026882,0.064516,0.123656,0.048387,0.064516,0.026882,0.075269,0.032258,0.053763,0.026882,0.032258,0.075269,0.043011,0.107527,0.026882,0.026882,0.037634,0.016129,0.053763,2.858541,186,0.456989,0.150538,1.009991,0.384615,0.250000,0.750000,0.347446,0.539321,0.992621,0.994565,3.970934,-0.031156,0.995595,0.057462,0.309783,0.337952,0.440247,0.965326,0.994565,3.541818,0.001882,0.987588,0.034002,0.097826,0.379251,0.436516,0.184232,0.105520,0.064075,0.021227,-0.011028,-0.029738,-0.036697,-0.029516,-0.020698,-0.007004,0.162862,0.136764,0.107428,0.076084,0.044096,0.015743,-0.009591,-0.030511,-0.046124,0.079114,0.060554,0.038137,0.015611,-0.001158,-0.013532,-0.018934,-0.021797,-0.023292 ,20
0.052545,0.050350,0.050172,0.048353,0.047392,0.051185,0.051090,0.050575,0.048247,0.050702,0.049945,0.052551,0.051220,0.047251,0.050583,0.052848,0.052316,0.044664,0.047438,0.050572,0.050221,0.049847,0.050002,0.051283,0.048243,0.050106,0.052337,0.047468,0.049243,0.052252,0.051396,0.050648,0.050394,0.050124,0.048635,0.049611,0.049262,0.047162,0.049837,0.051931,0.049925,0.053238,0.051098,0.050953,0.045501,0.052830,0.054318,0.046234,0.050562,0.050805,0.050474,0.053402,0.049464,0.048215,0.047240,0.050153,0.050798,0.044065,0.049576,0.051149,2.981580,0.049261,0.034483,0.068966,0.103448,0.014778,0.068966,0.029557,0.118227,0.064039,0.059113,0.034483,0.034483,0.078818,0.044335,0.073892,0.024631,0.034483,0.024631,0.014778,0.024631,2.845140,203,0.527094,0.108374,0.946228,0.357143,0.307692,0.692308,0.291256,0.566915,0.992014,0.995025,4.143737,-0.063950,0.994559,0.058127,0.268657,0.313916,0.459403,0.972710,0.995025,3.716413,-0.040167,0.988629,0.036132,0.119403,0.385763,0.479705,0.134532,0.111950,0.075490,0.039896,0.008285,-0.015323,-0.028588,-0.029979,-0.027648,-0.024182,0.157447,0.133011,0.103979,0.072498,0.041339,0.012752,-0.011340,-0.032184,-0.049075,0.065589,0.049177,0.031532,0.015384,0.002062,-0.007038,-0.011258,-0.013460,-0.013773 ,20
0.051962,0.050291,0.049737,0.049587,0.047953,0.050733,0.051392,0.050560,0.048557,0.051569,0.050600,0.052201,0.051615,0.047726,0.047627,0.051785,0.050988,0.045734,0.048118,0.051264,0.050157,0.052974,0.051234,0.050450,0.048036,0.051247,0.052464,0.047839,0.049883,0.051349,0.050178,0.051856,0.049587,0.048749,0.049099,0.049887,0.049682,0.046169,0.048859,0.050302,0.051019,0.051616,0.051722,0.051802,0.045319,0.052174,0.053743,0.046585,0.049260,0.050895,0.049849,0.053368,0.049078,0.047419,0.048779,0.051579,0.051652,0.043900,0.049519,0.050723,2.981739,0.035398,0.039823,0.092920,0.097345,0.013274,0.088496,0.022124,0.132743,0.070796,0.053097,0.030973,0.039823,0.070796,0.030973,0.079646,0.013274,0.026549,0.022124,0.013274,0.026549,2.786162,226,0.446903,0.097345,0.944839,0.357143,0.307692,0.692308,0.325222,0.566544,0.993428,0.995536,4.177925,-0.018313,0.996537,0.064105,0.343750,0.392139,0.429893,0.978579,0.995536,3.664023,-0.023552,0.991618,0.037544,0.174107,0.427307,0.433853,0.138840,0.112486,0.078238,0.045824,0.018405,-0.001249,-0.012734,-0.012637,-0.008937,-0.003851,0.152295,0.128767,0.102172,0.074423,0.046425,0.020185,-0.002066,-0.022197,-0.037403,0.058576,0.042273,0.024251,0.008609,-0.002681,-0.009769,-0.012441,-0.012977,-0.012913 ,20
0.049244,0.049239,0.048913,0.048256,0.051166,0.049500,0.048874,0.048559,0.051903,0.052431,0.050651,0.050784,0.052491,0.050192,0.046319,0.050264,0.052148,0.044666,0.050597,0.053802,0.050456,0.050280,0.049301,0.051704,0.051733,0.049588,0.050901,0.046702,0.051526,0.051366,0.048848,0.048787,0.052194,0.049180,0.047491,0.050633,0.049424,0.049966,0.049451,0.050471,0.051578,0.050588,0.050297,0.047297,0.051598,0.050905,0.050961,0.046073,0.050811,0.052852,0.051452,0.050957,0.053341,0.049313,0.044344,0.049625,0.050837,0.046335,0.049197,0.051640,2.979487,0.036145,0.084337,0.060241,0.102410,0.042169,0.078313,0.030120,0.084337,0.030120,0.042169,0.018072,0.048193,0.030120,0.030120,0.072289,0.018072,0.036145,0.048193,0.084337,0.024096,2.873827,166,0.349398,0.234940,1.072603,0.545455,0.000000,0.900000,0.444277,0.482942,0.995972,0.993902,3.797653,-0.000003,0.998606,0.063293,0.225610,0.359105,0.441718,0.964431,0.993902,3.671411,-0.002908,0.988313,0.042106,0.103659,0.395095,0.344660,0.260245,0.111437,0.071723,0.031537,-0.004798,-0.032896,-0.052128,-0.057460,-0.050180,-0.037347,0.151886,0.134165,0.115141,0.094374,0.073192,0.051762,0.028752,0.004612,-0.018851,0.118749,0.095008,0.068476,0.042469,0.020097,0.002337,-0.010105,-0.013151,-0.012821 ,20
0.050922,0.051223,0.051713,0.050642,0.046414,0.053116,0.053123,0.045606,0.050305,0.054438,0.050935,0.051702,0.052313,0.047735,0.045966,0.051396,0.051215,0.042374,0.048184,0.050677,0.051056,0.050195,0.049948,0.052797,0.047482,0.051649,0.053335,0.046429,0.048612,0.051070,0.050037,0.051269,0.050521,0.048708,0.048493,0.051592,0.050501,0.045934,0.049822,0.050552,0.049802,0.053422,0.051104,0.051708,0.046790,0.051621,0.050751,0.045259,0.051541,0.049661,0.050706,0.050605,0.051139,0.049849,0.047659,0.051448,0.050525,0.043864,0.053136,0.049411,2.976971,0.075630,0.016807,0.109244,0.067227,0.042017,0.008403,0.025210,0.109244,0.016807,0.033613,0.016807,0.067227,0.084034,0.075630,0.126050,0.033613,0.008403,0.016807,0.008403,0.058824,2.722348,119,0.621849,0.000000,0.663152,0.000000,1.000000,0.000000,0.190118,0.479664,0.988940,0.991453,3.933690,-0.127869,0.988940,0.078608,0.222222,0.324442,0.480401,0.988650,0.991453,3.931224,-0.127172,0.989877,0.078134,0.222222,0.403248,0.547603,0.049149,0.106240,0.089900,0.070583,0.048377,0.028277,0.008520,-0.005335,-0.021859,-0.031020,0.117091,0.101726,0.082667,0.059413,0.036433,0.013832,-0.003385,-0.020771,-0.028903,0.005642,0.003761,0.002094,0.000857,0.000109,-0.000069,0.000006,-0.000035,-0.000227 ,20
0.052171,0.051405,0.049528,0.049761,0.047835,0.049618,0.051047,0.049787,0.051755,0.052372,0.049118,0.053060,0.050543,0.047765,0.046500,0.051583,0.054065,0.042856,0.047471,0.051761,0.052301,0.050032,0.049114,0.049106,0.050603,0.049072,0.049662,0.048526,0.049429,0.053156,0.050903,0.049209,0.053148,0.049154,0.047089,0.050286,0.052671,0.043995,0.048846,0.053698,0.050912,0.047707,0.050451,0.052142,0.045741,0.050549,0.053738,0.047829,0.047132,0.053204,0.049896,0.051974,0.051624,0.048326,0.051430,0.049258,0.049595,0.047978,0.049117,0.051397,2.976441,0.056338,0.023474,0.089202,0.103286,0.028169,0.070423,0.046948,0.107981,0.056338,0.023474,0.032864,0.032864,0.061033,0.028169,0.065728,0.009390,0.046948,0.037559,0.046948,0.032864,2.862831,213,0.328638,0.187793,1.031119,0.538462,0.083333,0.750000,0.429651,0.510585,0.995315,0.995261,3.929172,0.057302,0.998851,0.054365,0.180095,0.416199,0.422749,0.973414,0.995261,3.614155,0.025568,0.991458,0.034680,0.113744,0.437003,0.354876,0.208121,0.105061,0.073498,0.040988,0.011043,-0.012474,-0.027501,-0.030298,-0.027332,-0.024430,0.143329,0.127132,0.107648,0.085439,0.062629,0.040704,0.019760,-0.001248,-0.021433,0.088843,0.071135,0.052114,0.033986,0.017740,0.004905,-0.002417,-0.006699,-0.011693 ,20
0.051799,0.050498,0.049317,0.049578,0.047409,0.048783,0.050136,0.049700,0.052135,0.053029,0.049556,0.051622,0.052327,0.048763,0.046552,0.051039,0.053827,0.043900,0.048241,0.051790,0.051783,0.048816,0.049504,0.050335,0.047767,0.050158,0.051916,0.048084,0.048596,0.054574,0.051575,0.050785,0.052670,0.048305,0.047440,0.049504,0.050519,0.044970,0.048837,0.053862,0.051832,0.049663,0.049472,0.052216,0.045708,0.049944,0.053639,0.049682,0.047875,0.051484,0.051828,0.050694,0.051934,0.048868,0.049817,0.050031,0.050794,0.044129,0.048414,0.051975,2.978260,0.074468,0.021277,0.095745,0.099291,0.042553,0.074468,0.021277,0.109929,0.056738,0.046099,0.039007,0.021277,0.056738,0.028369,0.060284,0.010638,0.031915,0.039007,0.042553,0.028369,2.848185,282,0.407801,0.177305,1.037500,0.421053,0.166667,0.777778,0.384973,0.518331,0.996888,0.996429,3.989125,0.007275,0.998172,0.043796,0.310714,0.357645,0.434434,0.967411,0.996429,3.649876,-0.009438,0.987566,0.026719,0.085714,0.397897,0.394838,0.207265,0.091970,0.060536,0.028014,0.000625,-0.018446,-0.028132,-0.029592,-0.025865,-0.020517,0.144588,0.126407,0.104900,0.082039,0.058725,0.036735,0.015161,-0.005477,-0.024678,0.081935,0.065753,0.048726,0.033419,0.020199,0.010284,0.004363,0.000183,-0.004919 ,20
0.054051,0.049811,0.048497,0.048844,0.047184,0.050338,0.048545,0.052023,0.047879,0.051721,0.051059,0.050291,0.052145,0.047778,0.048032,0.052263,0.053474,0.045077,0.048554,0.052434,0.053504,0.049609,0.048778,0.050447,0.046944,0.049519,0.051085,0.049479,0.048262,0.052157,0.053076,0.048756,0.051645,0.048641,0.048826,0.050589,0.050651,0.045732,0.049152,0.053148,0.053146,0.052227,0.049540,0.050428,0.045422,0.049408,0.050394,0.049929,0.049230,0.053015,0.052480,0.050146,0.050949,0.048244,0.049543,0.050231,0.050344,0.044642,0.048220,0.052462,2.980303,0.104072,0.022624,0.095023,0.040724,0.022624,0.076923,0.036199,0.117647,0.018100,0.058824,0.027149,0.045249,0.063348,0.022624,0.095023,0.013575,0.045249,0.040724,0.027149,0.027149,2.816153,221,0.339367,0.140271,0.982179,0.461538,0.166667,0.833333,0.400452,0.549411,0.995959,0.995434,3.829882,-0.030693,0.999848,0.052067,0.337900,0.448034,0.421432,0.969781,0.995434,3.531014,-0.004413,0.992147,0.030567,0.091324,0.483933,0.335933,0.180133,0.113291,0.077300,0.037649,0.003857,-0.018247,-0.027121,-0.023123,-0.012607,-0.002817,0.141154,0.122580,0.100355,0.074997,0.049278,0.024965,0.002949,-0.015581,-0.030530,0.075649,0.057114,0.035815,0.015437,-0.001134,-0.010575,-0.014915,-0.017270,-0.019447 ,20
0.051596,0.049005,0.049815,0.049537,0.048870,0.049416,0.049698,0.050834,0.050096,0.051855,0.050586,0.050153,0.052096,0.048243,0.047857,0.051539,0.052064,0.046665,0.048339,0.051735,0.051055,0.050734,0.050916,0.050442,0.047647,0.049431,0.050620,0.048579,0.048641,0.052038,0.051619,0.050590,0.052421,0.049647,0.048918,0.050290,0.050174,0.044845,0.049724,0.051669,0.052796,0.051376,0.049541,0.051298,0.043958,0.051454,0.054370,0.047598,0.048192,0.051853,0.051420,0.052098,0.051517,0.048426,0.048796,0.051111,0.050708,0.043693,0.048724,0.051073,2.982887,0.086505,0.034602,0.069204,0.089965,0.031142,0.100346,0.010381,0.110727,0.038062,0.041522,0.041522,0.034602,0.069204,0.017301,0.079585,0.020761,0.027682,0.044983,0.027682,0.024221,2.829559,289,0.356401,0.138408,0.986362,0.500000,0.117647,0.764706,0.391003,0.551765,0.996511,0.996516,4.056451,-0.006114,0.999779,0.044193,0.198606,0.435510,0.419020,0.965285,0.996516,3.567763,0.002925,0.993720,0.023836,0.073171,0.442319,0.387983,0.169698,0.106575,0.070894,0.033684,0.004039,-0.013126,-0.019958,-0.016873,-0.010840,-0.007429,0.147204,0.127822,0.105142,0.080876,0.055665,0.030672,0.007451,-0.013045,-0.030153,0.065068,0.046839,0.026671,0.008491,-0.003538,-0.009020,-0.008749,-0.007229,-0.006790 ,20
0.052115,0.050185,0.048864,0.048649,0.047251,0.050364,0.051409,0.052787,0.048244,0.051460,0.051077,0.050128,0.051857,0.048798,0.048892,0.052298,0.052532,0.044115,0.047958,0.051016,0.052068,0.052165,0.048961,0.050971,0.044949,0.052151,0.052384,0.046837,0.049799,0.053174,0.052127,0.050257,0.052327,0.049470,0.046269,0.051670,0.049978,0.043481,0.048932,0.052031,0.050759,0.051824,0.049695,0.049694,0.045446,0.049771,0.050677,0.050015,0.051140,0.052390,0.049509,0.051598,0.051182,0.050324,0.047345,0.051154,0.052327,0.043209,0.049672,0.052270,2.980872,0.072727,0.022727,0.063636,0.081818,0.027273,0.095455,0.027273,0.100000,0.040909,0.077273,0.022727,0.040909,0.050000,0.059091,0.122727,0.018182,0.022727,0.018182,0.009091,0.027273,2.800145,220,0.272727,0.272727,1.067090,0.642857,0.000000,0.769231,0.499929,0.507504,0.997501,0.995413,3.954936,-0.031505,0.999334,0.052658,0.311927,0.391146,0.423583,0.968360,0.995413,3.537996,-0.020186,0.991516,0.030238,0.087156,0.442264,0.285498,0.272238,0.116199,0.078630,0.038740,0.003061,-0.023597,-0.038768,-0.041860,-0.033999,-0.020548,0.138842,0.125149,0.109031,0.090687,0.072422,0.053661,0.035825,0.020628,0.007093,0.112049,0.087371,0.059476,0.032104,0.007501,-0.010824,-0.021750,-0.025488,-0.022467 ,20
0.049862,0.047708,0.052095,0.051873,0.049568,0.049652,0.052867,0.046322,0.049664,0.050233,0.048882,0.051430,0.048991,0.050586,0.045815,0.053325,0.052125,0.047575,0.049012,0.052415,0.051710,0.048721,0.050968,0.050646,0.046877,0.051377,0.052755,0.046304,0.050576,0.051250,0.048878,0.052050,0.052434,0.050710,0.046279,0.049343,0.048820,0.048250,0.050454,0.051598,0.051610,0.049959,0.049489,0.048972,0.042562,0.050663,0.051512,0.047804,0.049423,0.052724,0.050767,0.053571,0.052344,0.051540,0.046781,0.051114,0.051037,0.043898,0.051429,0.052802,2.974533,0.046296,0.037037,0.101852,0.092593,0.064815,0.037037,0.037037,0.055556,0.092593,0.046296,0.018519,0.046296,0.074074,0.018519,0.046296,0.018519,0.018519,0.083333,0.037037,0.027778,2.863414,108,0.277778,0.259259,1.062328,0.555556,0.000000,0.875000,0.493055,0.527044,0.994886,0.990566,3.680299,-0.069401,0.997954,0.083931,0.245283,0.399600,0.409883,0.948707,0.990566,3.310971,-0.086890,0.971065,0.048823,0.122642,0.411802,0.301403,0.286795,0.092141,0.041526,-0.001551,-0.036056,-0.048354,-0.052470,-0.037141,-0.009010,0.018207,0.126167,0.107310,0.085568,0.060851,0.039870,0.017919,-0.001082,-0.018283,-0.029688,0.131762,0.097010,0.066341,0.039162,0.014718,-0.006432,-0.018995,-0.021042,-0.024598 ,21
